;id;accumulated_score;achievements;n_achievements
154;34294797;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];7
155;23545727;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
156;48588659;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
157;44720971;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
158;23546103;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
159;43139357;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
160;23546327;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
161;23546362;24;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];6
162;37357888;23;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR'];5
163;23545458;22;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS', 'NO_PHISHING_YEAR'];4
164;23545623;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
165;18073056;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
166;56646083;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
167;23545921;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
168;23545942;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
169;44924663;22;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];4
170;23546033;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
171;23546064;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
172;23546065;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
173;22119355;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
174;23546281;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
175;23546332;22;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];4
176;35477430;22;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];4
177;23546409;22;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
178;55322881;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
179;57188183;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
180;55144796;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
181;57209501;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
182;23545937;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
183;57188182;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
184;23546032;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];6
185;57101598;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
186;56860873;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
187;57246656;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
188;23546287;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
189;23546334;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
190;44924670;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
191;54020518;21;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING', 'ALL_YEARLY_ENROLLMENTS'];5
192;43828929;20;['LESS_RISK', 'WELCOME_TRAINING', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];4
193;23546343;20;['LESS_RISK', 'WELCOME_TRAINING', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];4
194;23546419;20;['LESS_RISK', 'WELCOME_TRAINING', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];4
195;43139369;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
196;18073068;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
197;43604086;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
198;23545951;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
199;49500780;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
200;48588660;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
201;23546018;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
202;49500774;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
203;50815375;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
204;23546186;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
205;48065294;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
206;8090989;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
207;30149827;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
208;23546417;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
209;18073090;19;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'NO_PHISHING_YEAR'];3
210;23545752;17;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR'];3
211;23546126;17;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR'];3
212;23546197;17;['WELCOME_TRAINING', 'TOP_10_TEMPLATES', 'NO_PHISHING_YEAR'];3
213;51986645;17;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_YEAR'];3
214;43139364;16;['LESS_RISK', 'ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING'];5
215;23545907;15;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];4
216;23546361;15;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];4
217;23545514;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
218;50533408;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
219;48065293;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
220;23545602;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
221;23545689;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
222;48065297;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
223;23545723;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
224;23545762;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
225;23545829;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
226;55194994;14;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING'];4
227;48623974;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
228;43139387;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
229;22119350;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
230;23546972;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
231;43139366;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
232;43604101;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
233;56865085;14;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_100', 'WELCOME_TRAINING'];4
234;23546189;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
235;23546249;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
236;43139376;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
237;43139358;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
238;23546471;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
239;23546506;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
240;23546507;14;['WELCOME_TRAINING', 'NO_PHISHING_YEAR'];2
241;54319231;13;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING'];4
242;56588279;13;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING'];4
243;55793805;13;['ONE_MONTHLY_ENROLLMENT', 'ALL_MONTHLY_ENROLLMENTS', 'AVG_SCORE_80', 'WELCOME_TRAINING'];4
244;55485277;12;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];3
245;23545660;12;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];3
246;23545875;12;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];3
247;22945359;12;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH'];3
248;23545962;12;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH'];3
249;53841590;12;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];3
250;46205091;12;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];3
251;23546221;12;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH'];3
252;49500784;12;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH'];3
253;55729881;12;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];3
254;18073063;12;['WELCOME_TRAINING', 'NO_PHISHING_MONTH', 'MONTHLY_PHISH_REPORTS'];3
255;43139379;12;['LESS_RISK', 'WELCOME_TRAINING', 'NO_PHISHING_MONTH'];3
256;23545910;10;['LESS_RISK', 'WELCOME_TRAINING', 'MONTHLY_PHISH_REPORTS'];3
257;23546114;10;['LESS_RISK', 'WELCOME_TRAINING', 'TOP_10_TEMPLATES'];3
258;56588280;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
259;56316310;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
260;23545719;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
261;44924675;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
262;55527669;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
263;23545884;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
264;23545940;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
265;54537818;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
266;55194993;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
267;23546223;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
268;43139355;9;['WELCOME_TRAINING', 'NO_PHISHING_MONTH'];2
269;43139360;7;['LESS_RISK', 'WELCOME_TRAINING'];2
270;49505654;7;['LESS_RISK', 'WELCOME_TRAINING'];2
271;23545720;7;['WELCOME_TRAINING', 'TOP_10_TEMPLATES'];2
272;23545816;7;['LESS_RISK', 'WELCOME_TRAINING'];2
273;55515964;7;['WELCOME_TRAINING', 'MONTHLY_PHISH_REPORTS'];2
274;23546019;7;['LESS_RISK', 'WELCOME_TRAINING'];2
275;23546048;7;['LESS_RISK', 'WELCOME_TRAINING'];2
276;48147163;7;['LESS_RISK', 'WELCOME_TRAINING'];2
277;44924669;7;['LESS_RISK', 'WELCOME_TRAINING'];2
278;23546208;7;['WELCOME_TRAINING', 'MONTHLY_PHISH_REPORTS'];2
279;23546248;7;['LESS_RISK', 'WELCOME_TRAINING'];2
280;23546298;7;['LESS_RISK', 'WELCOME_TRAINING'];2
281;53619942;4;['WELCOME_TRAINING'];1
282;53227261;4;['WELCOME_TRAINING'];1
283;23545490;4;['WELCOME_TRAINING'];1
284;23545497;4;['WELCOME_TRAINING'];1
285;44924667;4;['WELCOME_TRAINING'];1
286;23545503;4;['WELCOME_TRAINING'];1
287;43139353;4;['WELCOME_TRAINING'];1
288;44924665;4;['WELCOME_TRAINING'];1
289;46377693;4;['WELCOME_TRAINING'];1
290;53302963;4;['WELCOME_TRAINING'];1
291;56916835;4;['WELCOME_TRAINING'];1
292;54624689;4;['WELCOME_TRAINING'];1
293;55128658;4;['WELCOME_TRAINING'];1
294;56051480;4;['WELCOME_TRAINING'];1
295;52485279;4;['WELCOME_TRAINING'];1
296;43604100;4;['WELCOME_TRAINING'];1
297;51405540;4;['WELCOME_TRAINING'];1
298;53891325;4;['WELCOME_TRAINING'];1
299;23545630;4;['WELCOME_TRAINING'];1
300;52521298;4;['WELCOME_TRAINING'];1
301;23545675;4;['WELCOME_TRAINING'];1
302;23545690;4;['WELCOME_TRAINING'];1
303;54020517;4;['WELCOME_TRAINING'];1
304;55144797;4;['WELCOME_TRAINING'];1
305;23545738;4;['WELCOME_TRAINING'];1
306;23545750;4;['WELCOME_TRAINING'];1
307;46338200;4;['WELCOME_TRAINING'];1
308;54555643;4;['WELCOME_TRAINING'];1
309;49500781;4;['WELCOME_TRAINING'];1
310;35477414;4;['WELCOME_TRAINING'];1
311;43139374;4;['WELCOME_TRAINING'];1
312;43139373;4;['WELCOME_TRAINING'];1
313;23545858;4;['WELCOME_TRAINING'];1
314;23545861;4;['WELCOME_TRAINING'];1
315;23545864;4;['WELCOME_TRAINING'];1
316;54288844;4;['WELCOME_TRAINING'];1
317;54288843;4;['WELCOME_TRAINING'];1
318;33801481;4;['WELCOME_TRAINING'];1
319;23545924;4;['WELCOME_TRAINING'];1
320;23545926;4;['WELCOME_TRAINING'];1
321;43139365;4;['WELCOME_TRAINING'];1
322;23545958;4;['WELCOME_TRAINING'];1
323;53799597;4;['WELCOME_TRAINING'];1
324;54890602;4;['WELCOME_TRAINING'];1
325;53799596;4;['WELCOME_TRAINING'];1
326;48314334;4;['WELCOME_TRAINING'];1
327;55863807;4;['WELCOME_TRAINING'];1
328;48588662;4;['WELCOME_TRAINING'];1
329;56446275;4;['WELCOME_TRAINING'];1
330;23546138;4;['WELCOME_TRAINING'];1
331;54005714;4;['WELCOME_TRAINING'];1
332;54020516;4;['WELCOME_TRAINING'];1
333;51738039;4;['WELCOME_TRAINING'];1
334;23546163;4;['WELCOME_TRAINING'];1
335;44924672;4;['WELCOME_TRAINING'];1
336;43139372;4;['WELCOME_TRAINING'];1
337;23546196;4;['WELCOME_TRAINING'];1
338;23546203;4;['WELCOME_TRAINING'];1
339;23546228;4;['WELCOME_TRAINING'];1
340;23546257;4;['WELCOME_TRAINING'];1
341;55364163;4;['WELCOME_TRAINING'];1
342;48596987;4;['WELCOME_TRAINING'];1
343;45935063;4;['WELCOME_TRAINING'];1
344;56819307;4;['WELCOME_TRAINING'];1
345;23546330;4;['WELCOME_TRAINING'];1
346;24835976;4;['WELCOME_TRAINING'];1
347;54784293;4;['WELCOME_TRAINING'];1
348;23546385;4;['WELCOME_TRAINING'];1
349;56051481;4;['WELCOME_TRAINING'];1
350;56384393;4;['WELCOME_TRAINING'];1
351;23546423;4;['WELCOME_TRAINING'];1
352;23546473;4;['WELCOME_TRAINING'];1
353;48588661;4;['WELCOME_TRAINING'];1
354;23546521;4;['WELCOME_TRAINING'];1
355;23546525;4;['WELCOME_TRAINING'];1
356;23545516;0;[];0
357;57549034;0;[];0
358;57427038;0;[];0
359;57257157;0;[];0
360;57520707;0;[];0
